epoch,dataset,atten_masks,train_acc,train_f1_score,train_recall,train_precision,train_loss,test_acc,test_f1_score,test_recall,test_precision,test_loss,train_num,train_tp,train_fp,train_tn,train_fn,test_num,test_tp,test_fp,test_tn,test_fn
45,9,9,85.2347,84.1762,78.5456,90.6764,42493.91186523,90.3637,65.0143,77.6765,55.9016,2641.65751266,121318.0000,47645.0000,4899.0000,55760.0000,13014.0000,7617.0000,682.0000,538.0000,6201.0000,196.0000
46,9,9,85.3171,84.2054,78.2786,91.1032,42342.89921570,90.6262,65.5405,77.3349,56.8677,2503.63475037,121318.0000,47483.0000,4637.0000,56022.0000,13176.0000,7617.0000,679.0000,515.0000,6224.0000,199.0000
47,9,9,85.3196,84.2757,78.6808,90.7271,42321.57362366,90.3637,65.0476,77.7904,55.8920,2635.59383202,121318.0000,47727.0000,4878.0000,55781.0000,12932.0000,7617.0000,683.0000,539.0000,6200.0000,195.0000
48,9,9,85.1044,84.2717,79.8101,89.2617,43092.42233276,89.1296,62.5000,78.5877,51.8797,2974.71068573,121318.0000,48412.0000,5824.0000,54835.0000,12247.0000,7617.0000,690.0000,640.0000,6099.0000,188.0000
49,9,9,85.1630,84.3151,79.7573,89.4253,42889.16938782,89.2871,62.9091,78.8155,52.3449,2965.30478287,121318.0000,48380.0000,5721.0000,54938.0000,12279.0000,7617.0000,692.0000,630.0000,6109.0000,186.0000
50,9,9,85.3328,84.3701,79.1737,90.2965,42232.47570801,90.0354,64.3829,78.1321,54.7486,2747.21702194,121318.0000,48026.0000,5161.0000,55498.0000,12633.0000,7617.0000,686.0000,567.0000,6172.0000,192.0000
51,9,9,85.3558,84.3284,78.7995,90.6916,42108.66484070,90.2980,64.9264,77.9043,55.6550,2619.22881699,121318.0000,47799.0000,4906.0000,55753.0000,12860.0000,7617.0000,684.0000,545.0000,6194.0000,194.0000
52,9,9,85.3657,84.2503,78.2835,91.2017,41891.30035400,90.7050,65.6977,77.2210,57.1669,2486.37450600,121318.0000,47486.0000,4581.0000,56078.0000,13173.0000,7617.0000,678.0000,508.0000,6231.0000,200.0000
53,9,9,85.4193,84.3840,78.7896,90.8336,41851.18395996,90.4556,65.2652,77.7904,56.2140,2629.12825584,121318.0000,47793.0000,4823.0000,55836.0000,12866.0000,7617.0000,683.0000,532.0000,6207.0000,195.0000
54,9,9,85.3080,84.3934,79.4474,89.9961,42141.35241699,89.8516,64.0632,78.4738,54.1241,2758.99489212,121318.0000,48192.0000,5357.0000,55302.0000,12467.0000,7617.0000,689.0000,584.0000,6155.0000,189.0000
55,9,9,85.4754,84.3712,78.4105,91.3128,41662.36895752,90.8363,66.0836,77.4487,57.6271,2464.06196213,121318.0000,47563.0000,4525.0000,56134.0000,13096.0000,7617.0000,680.0000,500.0000,6239.0000,198.0000
56,9,9,85.3839,84.4054,79.1094,90.4613,41877.62361145,90.0617,64.4768,78.2460,54.8284,2677.79185486,121318.0000,47987.0000,5060.0000,55599.0000,12672.0000,7617.0000,687.0000,566.0000,6173.0000,191.0000
57,9,9,85.4135,84.3984,78.9067,90.7116,41678.78189087,90.3111,64.9573,77.9043,55.7003,2641.57467842,121318.0000,47864.0000,4901.0000,55758.0000,12795.0000,7617.0000,684.0000,544.0000,6195.0000,194.0000
58,9,9,85.3410,84.4120,79.3815,90.1233,41865.73773193,89.8516,64.0966,78.5877,54.1176,2770.90012741,121318.0000,48152.0000,5277.0000,55382.0000,12507.0000,7617.0000,690.0000,585.0000,6154.0000,188.0000
59,9,9,85.4160,84.3249,78.4550,91.1441,41438.94352722,90.6000,65.4106,77.1071,56.7953,2547.27440834,121318.0000,47590.0000,4624.0000,56035.0000,13069.0000,7617.0000,677.0000,515.0000,6224.0000,201.0000
